[2025-02-28 15:17:40,649] 20 root - INFO - models been read..
[2025-02-28 15:17:42,653] 26 root - INFO - arduino got connected..
[2025-02-28 15:17:45,419] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:17:47,850] 44 root - INFO - Command 'O' been sent to arduino.
[2025-02-28 15:17:50,856] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:17:54,015] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:17:54,345] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:54,346] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:54,523] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:54,524] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:54,787] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:54,788] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:55,038] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:55,038] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:55,279] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:55,279] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:55,519] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:55,519] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:55,688] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:55,689] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:55,940] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:55,940] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:56,209] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:56,209] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:56,377] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:17:56,377] 149 root - INFO - 4 been sent.
[2025-02-28 15:17:57,380] 44 root - INFO - Command 'HAND_MOTOR:[4, 4, 4]' been sent to arduino.
[2025-02-28 15:18:00,387] 44 root - INFO - Command 'HAND_MOTOR:RESET' been sent to arduino.
[2025-02-28 15:18:02,392] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:18:05,505] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:18:05,674] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:05,674] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:05,838] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:05,839] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:05,992] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:05,992] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,158] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,158] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,328] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,328] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,483] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,483] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,659] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,659] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,828] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,828] 149 root - INFO - 4 been sent.
[2025-02-28 15:18:06,986] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:18:06,986] 149 root - INFO - 4 been sent.
