[2025-02-28 15:25:03,861] 20 root - INFO - models been read..
[2025-02-28 15:25:05,863] 26 root - INFO - arduino got connected..
[2025-02-28 15:25:08,619] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:25:11,170] 44 root - INFO - Command 'O' been sent to arduino.
[2025-02-28 15:25:14,177] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:25:19,327] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:25:19,696] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:19,696] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:20,180] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:20,183] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:20,368] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:20,368] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:20,522] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:20,522] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:20,880] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:20,881] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:21,130] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:21,130] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:21,382] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:21,383] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:21,634] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:21,634] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:21,882] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:21,882] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:22,273] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:25:22,274] 149 root - INFO - 4 been sent.
[2025-02-28 15:25:23,277] 44 root - INFO - Command 'HAND_MOTOR:[4, 4]' been sent to arduino.
