[2025-02-28 15:27:58,277] 20 root - INFO - models been read..
[2025-02-28 15:28:00,280] 26 root - INFO - arduino got connected..
[2025-02-28 15:28:02,650] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:28:05,031] 44 root - INFO - Command 'O' been sent to arduino.
[2025-02-28 15:28:08,038] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:28:12,137] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:28:14,096] 44 root - INFO - Command 'HAND_MOTOR:[]' been sent to arduino.
[2025-02-28 15:28:17,102] 44 root - INFO - Command 'HAND_MOTOR:RESET' been sent to arduino.
[2025-02-28 15:28:19,108] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:28:22,316] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:28:22,576] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:22,577] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:22,777] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:22,778] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:22,992] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:22,993] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:23,194] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:23,195] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:23,557] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:23,559] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:23,802] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:23,802] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:23,957] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:23,957] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:24,159] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:24,159] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:24,317] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:24,317] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:24,470] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:24,470] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:25,472] 44 root - INFO - Command 'HAND_MOTOR:[4, 4]' been sent to arduino.
[2025-02-28 15:28:28,476] 44 root - INFO - Command 'HAND_MOTOR:RESET' been sent to arduino.
[2025-02-28 15:28:30,482] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:28:33,617] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:28:33,888] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:33,889] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:34,038] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:34,038] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:34,207] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:34,208] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:34,443] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:28:34,443] 149 root - INFO - 4 been sent.
[2025-02-28 15:28:34,603] 52 root - INFO - response '{response.text}' been sent..
